,Target
95067,0
96879,0
58606,0
49819,0
10600,0
117146,0
59677,0
62575,0
125133,0
5962,0
43202,0
34333,0
19590,0
128186,1
59033,0
82828,0
91511,0
75558,0
84425,0
68377,0
88469,0
69437,0
78542,0
77251,0
20389,0
76360,0
18437,0
86326,0
62072,0
97340,0
120146,0
24406,0
52347,0
61912,0
19697,0
121886,0
76135,0
117570,0
110332,0
17209,0
101224,0
118711,0
90657,0
121250,0
42662,0
84086,0
54856,0
104885,0
107379,0
27818,0
72006,0
60384,0
5851,0
42368,0
15751,0
9445,0
94268,0
67269,0
73876,0
4491,0
92189,0
125762,0
59348,0
60032,0
75312,0
24413,0
116865,0
108502,0
121974,0
110898,0
53545,0
18113,0
23883,0
77678,0
60062,0
44950,0
122738,0
114802,0
99298,0
40508,0
98666,0
127269,0
119106,0
69705,0
46796,0
125893,0
103152,0
66287,0
104147,0
130775,1
33388,0
102366,0
81841,0
62647,0
26351,0
93107,0
82263,0
88086,0
71300,0
20003,0
23150,0
4542,0
110901,0
128470,1
61157,0
62295,0
92430,0
111730,0
28955,0
10460,0
126398,0
95218,0
118887,0
53270,0
107380,0
73112,0
102231,0
2556,0
85169,0
82751,0
46656,0
44015,0
42033,0
77869,0
111876,0
22062,0
131192,1
59564,0
114973,0
7302,0
75649,0
4204,0
25004,0
88753,0
100310,0
4855,0
81035,0
114556,0
93119,0
37474,0
54304,0
63165,0
26932,0
115106,0
23027,0
99783,0
110975,0
118075,0
107023,0
24639,0
130878,1
120660,0
101305,0
99141,0
64860,0
113388,0
28942,0
3457,0
83153,0
80490,0
88640,0
12267,0
3349,0
97128,0
90210,0
91011,0
22188,0
127346,0
42207,0
83258,0
113684,0
105267,0
44742,0
38056,0
25203,0
124788,0
78233,0
81132,0
106172,0
4083,0
126298,0
52238,0
25676,0
128388,1
62564,0
48203,0
97246,0
14283,0
2727,0
8985,0
71301,0
41233,0
72302,0
50767,0
20943,0
97265,0
452,0
113053,0
60407,0
50933,0
16057,0
52769,0
20713,0
117719,0
63402,0
105826,0
104357,0
9983,0
115403,0
13059,0
36235,0
116817,0
25812,0
17745,0
39963,0
5918,0
59346,0
67626,0
112452,0
51018,0
39975,0
37159,0
13342,0
42524,0
112537,0
98118,0
2793,0
107194,0
126946,0
45122,0
84701,0
127383,0
104280,0
6892,0
92143,0
117006,0
39395,0
25035,0
23088,0
102589,0
107449,0
2201,0
119424,0
97579,0
53540,0
105319,0
107637,0
119966,0
105551,0
95510,0
129637,1
111552,0
30548,0
33762,0
112739,0
53239,0
48884,0
92456,0
76542,0
78605,0
97236,0
128604,1
53671,0
78736,0
49500,0
113914,0
94806,0
80184,0
45846,0
7864,0
17893,0
39041,0
81752,0
59870,0
51834,0
126030,0
34210,0
86896,0
66866,0
40657,0
64815,0
88216,0
2157,0
6031,0
115152,0
57743,0
21639,0
69120,0
49862,0
73714,0
121894,0
131128,1
29661,0
109748,0
39031,0
130876,1
16898,0
110881,0
109515,0
72766,0
121413,0
60457,0
11526,0
64088,0
127511,0
25561,0
129483,1
86494,0
108861,0
18541,0
12375,0
129927,1
125140,0
108946,0
120522,0
23243,0
22290,0
80301,0
117799,0
107027,0
112132,0
83494,0
100618,0
11088,0
70735,0
130994,1
39736,0
60166,0
10697,0
31727,0
18644,0
2373,0
76074,0
79545,0
99287,0
129197,1
43123,0
125288,0
49021,0
78635,0
90409,0
4377,0
10344,0
3303,0
113613,0
106703,0
56818,0
116214,0
95765,0
5588,0
74233,0
4963,0
39488,0
93092,0
104180,0
109946,0
81072,0
117227,0
113284,0
13235,0
299,0
10254,0
55953,0
119242,0
10995,0
77387,0
10934,0
57270,0
43429,0
83497,0
88643,0
60764,0
89369,0
69570,0
116732,0
38866,0
35260,0
93177,0
69543,0
129572,1
125904,0
62710,0
92373,0
29695,0
12446,0
64908,0
67098,0
30268,0
17443,0
65048,0
1992,0
59391,0
12709,0
85673,0
1772,0
58911,0
1120,0
89377,0
97477,0
74191,0
96421,0
20792,0
65684,0
113354,0
91975,0
93028,0
74835,0
94133,0
31770,0
88011,0
35520,0
105479,0
97599,0
120762,0
21305,0
42898,0
48893,0
60528,0
105407,0
32633,0
89428,0
21265,0
60968,0
63337,0
125661,0
70642,0
26533,0
90819,0
10555,0
32034,0
112841,0
79552,0
112713,0
92558,0
102624,0
64599,0
29027,0
37845,0
100830,0
20441,0
1110,0
31592,0
46927,0
4437,0
82569,0
40294,0
72502,0
24310,0
43421,0
107339,0
94431,0
59880,0
109983,0
116104,0
131312,1
88066,0
19858,0
84296,0
24405,0
81356,0
37460,0
48208,0
119683,0
3096,0
61993,0
94159,0
80443,0
17100,0
27130,0
69296,0
114100,0
6082,0
26678,0
119453,0
39843,0
50924,0
55934,0
31929,0
116840,0
111964,0
28372,0
408,0
94943,0
21945,0
28725,0
21177,0
47303,0
29486,0
125458,0
97106,0
23958,0
6178,0
20707,0
107534,0
37428,0
120834,0
41256,0
26884,0
94109,0
6288,0
61503,0
87993,0
53083,0
21758,0
93949,0
119892,0
91242,0
16247,0
24960,0
84288,0
9338,0
59064,0
53060,0
77338,0
82261,0
105366,0
29519,0
38713,0
112851,0
109562,0
43805,0
117528,0
31365,0
108833,0
37062,0
22639,0
121436,0
43206,0
85481,0
42380,0
16678,0
127152,0
58231,0
84520,0
2954,0
15837,0
102884,0
13411,0
118081,0
125227,0
12862,0
123889,0
16269,0
66644,0
76198,0
95069,0
44393,0
19200,0
74853,0
22795,0
51062,0
56645,0
4757,0
16585,0
63089,0
99329,0
100201,0
83657,0
64418,0
71776,0
117228,0
101592,0
45497,0
12807,0
29399,0
49128,0
61883,0
130985,1
63358,0
51382,0
14446,0
105818,0
66696,0
48293,0
57029,0
28405,0
51781,0
87089,0
280,0
13195,0
99844,0
18288,0
30711,0
10726,0
39856,0
52619,0
30221,0
115222,0
52600,0
130919,1
36606,0
119611,0
85621,0
21230,0
28545,0
98843,0
44912,0
45998,0
40725,0
74406,0
58442,0
109078,0
36314,0
90916,0
87204,0
24778,0
111914,0
20145,0
82899,0
11556,0
94729,0
82248,0
38097,0
74729,0
38817,0
61497,0
33855,0
75324,0
61094,0
122708,0
87260,0
88263,0
38828,0
66077,0
6307,0
24919,0
25924,0
14318,0
82448,0
57446,0
103358,0
96887,0
42,0
90651,0
99588,0
66840,0
74177,0
88728,0
80479,0
118983,0
114139,0
98137,0
90125,0
110557,0
36540,0
72178,0
73564,0
32118,0
90823,0
25601,0
17110,0
103840,0
105999,0
23730,0
71517,0
108622,0
47056,0
112178,0
102696,0
45972,0
45740,0
95403,0
86493,0
17161,0
70539,0
42178,0
11447,0
129198,1
78446,0
88665,0
15430,0
73827,0
51487,0
32168,0
91849,0
110268,0
18298,0
51817,0
84202,0
91672,0
48361,0
72516,0
127683,0
1005,0
45630,0
71280,0
29267,0
64404,0
83012,0
77335,0
121282,0
46846,0
34067,0
87910,0
15324,0
103908,0
336,0
93965,0
64487,0
17047,0
106317,0
86134,0
4986,0
46044,0
98695,0
123550,0
116329,0
50382,0
110601,0
113801,0
39239,0
1098,0
94599,0
124803,0
88107,0
76319,0
5925,0
126565,0
97769,0
72622,0
101239,0
89906,0
10768,0
109859,0
43044,0
115306,0
111208,0
127137,0
77725,0
29420,0
16007,0
97094,0
74690,0
87449,0
126630,0
118847,0
95150,0
101225,0
21685,0
14135,0
75795,0
12635,0
59079,0
36645,0
63997,0
94895,0
112157,0
73844,0
109976,0
106627,0
70461,0
40055,0
68544,0
24336,0
37790,0
11007,0
66515,0
95938,0
85874,0
69046,0
28583,0
19132,0
57440,0
114926,0
39798,0
2344,0
74463,0
104762,0
55723,0
71107,0
15580,0
117723,0
33142,0
36109,0
27424,0
48958,0
96451,0
98862,0
46994,0
17467,0
47479,0
106124,0
81453,0
120702,0
70202,0
13613,0
27278,0
34917,0
18937,0
31583,0
117586,0
79891,0
128736,1
95578,0
122883,0
17954,0
48292,0
66389,0
17922,0
27367,0
95794,0
46142,0
29282,0
18725,0
34838,0
67059,0
127718,0
93174,0
11822,0
1556,0
36,0
4120,0
16345,0
103531,0
34239,0
71232,0
73481,0
20270,0
36187,0
125605,0
118432,0
22542,0
5762,0
98468,0
104286,0
124545,0
17548,0
78733,0
5503,0
110379,0
60957,0
118372,0
23802,0
1208,0
9081,0
101222,0
84513,0
115688,0
25983,0
128643,1
16749,0
36052,0
108677,0
74711,0
103856,0
37687,0
56568,0
93358,0
31103,0
54744,0
44303,0
128675,1
41119,0
34873,0
29806,0
53334,0
79690,0
94283,0
98314,0
61900,0
17046,0
127132,0
94153,0
130321,1
82290,0
46378,0
111960,0
97448,0
126711,0
46368,0
110662,0
4944,0
56392,0
129452,1
15385,0
121589,0
123640,0
2415,0
24550,0
40250,0
37304,0
84152,0
111034,0
75161,0
61879,0
34801,0
87699,0
65812,0
40845,0
122648,0
110401,0
83304,0
37858,0
38691,0
61024,0
103121,0
128654,1
75432,0
116955,0
66265,0
16709,0
90832,0
68760,0
5927,0
75384,0
57893,0
60426,0
128066,1
129868,1
23566,0
29409,0
88335,0
117536,0
103859,0
110754,0
79601,0
86034,0
127680,0
49369,0
116913,0
50308,0
121616,0
38669,0
28404,0
25095,0
108269,0
57439,0
62142,0
30029,0
114972,0
11023,0
15781,0
87597,0
89729,0
22456,0
39645,0
68677,0
35215,0
123983,0
74202,0
20413,0
39275,0
71991,0
26003,0
43706,0
30825,0
6565,0
69720,0
125399,0
21570,0
63794,0
130152,1
57410,0
43399,0
5912,0
65280,0
41392,0
119890,0
51466,0
19382,0
35409,0
98944,0
42145,0
120151,0
96954,0
107642,0
113272,0
20247,0
8557,0
13461,0
117920,0
127754,0
42453,0
50017,0
115076,0
50916,0
84731,0
57541,0
118961,0
53243,0
17989,0
70520,0
27637,0
37273,0
53928,0
41604,0
20166,0
80247,0
25189,0
40855,0
55581,0
28741,0
42321,0
71170,0
127042,0
3553,0
21931,0
76624,0
128983,1
125936,0
71043,0
1390,0
74825,0
9745,0
122955,0
82230,0
16635,0
34497,0
20997,0
110052,0
17851,0
50777,0
94505,0
116010,0
109600,0
10981,0
24079,0
67450,0
82366,0
43272,0
18190,0
43881,0
85368,0
96854,0
91844,0
129574,1
29868,0
63585,0
87981,0
26538,0
51403,0
24028,0
40005,0
27749,0
94253,0
7977,0
12573,0
98299,0
14996,0
16257,0
100255,0
29765,0
91161,0
97602,0
72551,0
40126,0
46500,0
125256,0
51813,0
127251,0
36368,0
117341,0
83842,0
30258,0
6423,0
53995,0
31345,0
32812,0
46645,0
129501,1
83989,0
81454,0
111438,0
79591,0
35459,0
4313,0
3207,0
10260,0
3492,0
50064,0
86185,0
90939,0
66263,0
130129,1
44567,0
68022,0
62160,0
16872,0
36025,0
37542,0
28787,0
72493,0
49098,0
123344,0
98419,0
103669,0
78597,0
120658,0
55977,0
122608,0
103139,0
111768,0
86553,0
101036,0
19740,0
44654,0
11471,0
41612,0
56681,0
89385,0
14837,0
46887,0
21415,0
108579,0
30549,0
128579,1
56087,0
85215,0
38902,0
73217,0
41884,0
88363,0
77321,0
59612,0
86252,0
98971,0
13959,0
91286,0
43775,0
75079,0
124607,0
69906,0
96042,0
113301,0
35301,0
10800,0
130847,1
76200,0
26827,0
9256,0
71142,0
22283,0
59690,0
105303,0
111702,0
97484,0
101830,0
40477,0
116979,0
113107,0
57963,0
131184,1
48716,0
71614,0
108015,0
113270,0
64836,0
3102,0
61235,0
110490,0
89406,0
102766,0
66099,0
94800,0
6072,0
74593,0
42051,0
48555,0
12154,0
1266,0
59646,0
117480,0
5785,0
56133,0
90795,0
61694,0
49695,0
51162,0
4955,0
102442,0
95303,0
20332,0
74149,0
7844,0
49652,0
115285,0
53463,0
125974,0
46884,0
71983,0
66645,0
122323,0
40446,0
71278,0
79379,0
57953,0
6906,0
60850,0
44972,0
63608,0
50420,0
16397,0
105581,0
77976,0
98802,0
55806,0
124977,0
108328,0
90749,0
117972,0
121382,0
54901,0
68879,0
82705,0
53607,0
126826,0
122317,0
113536,0
120166,0
48414,0
69664,0
124941,0
85209,0
62033,0
63914,0
103813,0
20953,0
370,0
96305,0
61141,0
15402,0
2325,0
127160,0
4133,0
33937,0
33872,0
18362,0
88240,0
78394,0
27430,0
5169,0
46351,0
9963,0
93819,0
83901,0
123678,0
51867,0
129378,1
11527,0
93971,0
82792,0
64154,0
91571,0
22699,0
5330,0
51864,0
56998,0
93469,0
61466,0
63846,0
68790,0
124618,0
84579,0
19458,0
32087,0
89401,0
104461,0
81678,0
25761,0
119970,0
3066,0
47143,0
25166,0
42720,0
124816,0
127844,1
7388,0
72097,0
114005,0
49756,0
12316,0
87222,0
32536,0
1746,0
120069,0
86771,0
58405,0
90367,0
120706,0
34144,0
113183,0
128987,1
106541,0
94082,0
58724,0
117456,0
75433,0
50446,0
1185,0
63576,0
251,0
76737,0
22768,0
11859,0
34752,0
120259,0
114080,0
92544,0
79218,0
20385,0
57329,0
97025,0
105482,0
99631,0
107649,0
10820,0
1671,0
116426,0
40617,0
12463,0
114723,0
83761,0
126378,0
90444,0
58215,0
80652,0
6828,0
97666,0
83811,0
127118,0
82219,0
130183,1
58691,0
40795,0
55408,0
23254,0
40160,0
13462,0
39286,0
79687,0
86618,0
27910,0
101171,0
40521,0
99656,0
65051,0
74573,0
65805,0
130431,1
49557,0
50559,0
35994,0
122918,0
3755,0
38923,0
31055,0
86355,0
48581,0
43769,0
30472,0
76588,0
44430,0
12377,0
15229,0
113375,0
22897,0
17935,0
117905,0
19779,0
6162,0
47651,0
27556,0
66669,0
92952,0
29069,0
3942,0
89546,0
70212,0
106930,0
73504,0
54838,0
18922,0
96588,0
13649,0
28973,0
91098,0
53433,0
120561,0
81529,0
85922,0
12266,0
7338,0
78425,0
13487,0
124587,0
66435,0
46511,0
59119,0
82372,0
100100,0
14807,0
127534,0
86110,0
66169,0
48701,0
12332,0
77112,0
78004,0
109849,0
108689,0
118608,0
68424,0
48035,0
38785,0
82078,0
5999,0
62404,0
96138,0
60268,0
81955,0
85726,0
95019,0
30184,0
6260,0
98702,0
13178,0
103637,0
125154,0
119629,0
1476,0
27001,0
3603,0
97752,0
4740,0
30888,0
6670,0
43298,0
100531,0
88667,0
128508,1
91551,0
15274,0
119775,0
56561,0
98558,0
49391,0
81216,0
12348,0
96048,0
73788,0
90376,0
32230,0
73252,0
45259,0
43983,0
51562,0
19365,0
131091,1
66309,0
63218,0
58870,0
327,0
105790,0
122190,0
84099,0
53326,0
107484,0
99942,0
1056,0
111097,0
104192,0
28949,0
91122,0
44505,0
30723,0
19361,0
69422,0
63395,0
72122,0
15746,0
7916,0
122874,0
30981,0
95768,0
82412,0
50766,0
122402,0
22200,0
61841,0
54466,0
10746,0
11480,0
45623,0
81349,0
110998,0
105042,0
27208,0
12193,0
107468,0
10805,0
46859,0
97612,0
100144,0
13652,0
95477,0
125790,0
103372,0
100397,0
30923,0
87107,0
55181,0
64605,0
99674,0
29547,0
130916,1
85588,0
35584,0
39890,0
105844,0
106326,0
18329,0
40181,0
21847,0
69129,0
79481,0
7526,0
50897,0
50145,0
79959,0
121429,0
73812,0
130741,1
41245,0
97945,0
90164,0
20636,0
1391,0
12535,0
56458,0
76531,0
39378,0
75149,0
88997,0
29770,0
83037,0
32820,0
8759,0
29142,0
74051,0
108060,0
72082,0
24346,0
97374,0
19157,0
74938,0
61454,0
45709,0
6934,0
119598,0
69476,0
129522,1
130113,1
87984,0
46721,0
115865,0
41801,0
123511,0
128440,1
48899,0
317,0
104752,0
117591,0
39937,0
22924,0
42079,0
115983,0
70225,0
68123,0
34777,0
74154,0
129854,1
16080,0
44949,0
78963,0
8363,0
71628,0
78228,0
6642,0
60712,0
61704,0
54612,0
70455,0
37796,0
15831,0
70320,0
36993,0
81692,0
3976,0
2502,0
78340,0
74531,0
88876,0
36529,0
93531,0
61299,0
118025,0
64555,0
102143,0
80009,0
19012,0
20123,0
77647,0
2180,0
102826,0
105816,0
33020,0
93113,0
106065,0
95342,0
105641,0
106912,0
116764,0
41692,0
88740,0
88052,0
18183,0
98065,0
110478,0
72678,0
19010,0
78925,0
73206,0
5206,0
68856,0
106114,0
97462,0
91900,0
48140,0
24527,0
27729,0
33440,0
67978,0
73209,0
1456,0
47758,0
30088,0
78822,0
107581,0
31220,0
95754,0
19315,0
77612,0
61095,0
22366,0
72628,0
16845,0
72871,0
71152,0
101846,0
114577,0
125191,0
87820,0
120413,0
99625,0
40162,0
120390,0
36910,0
127925,1
12329,0
17514,0
13413,0
129856,1
85108,0
103740,0
28043,0
47872,0
77555,0
95598,0
64363,0
119047,0
60084,0
23622,0
96446,0
13228,0
44510,0
91924,0
108197,0
76417,0
110544,0
92275,0
7071,0
105867,0
101932,0
28494,0
68754,0
38353,0
45134,0
118632,0
7801,0
122337,0
122032,0
75083,0
106863,0
99060,0
116013,0
96635,0
120423,0
94307,0
103428,0
106679,0
26405,0
17304,0
64681,0
102036,0
71575,0
64334,0
89462,0
23695,0
16788,0
38057,0
75833,0
103318,0
60105,0
124371,0
33434,0
52476,0
65769,0
67398,0
103586,0
75935,0
80061,0
98869,0
125002,0
18808,0
9941,0
39846,0
3406,0
16309,0
82889,0
102831,0
67256,0
103301,0
87067,0
106389,0
45485,0
104771,0
32434,0
118329,0
78643,0
81143,0
51917,0
57891,0
87287,0
77048,0
112352,0
17066,0
66756,0
51992,0
122531,0
64811,0
61617,0
120206,0
111356,0
50885,0
88839,0
17122,0
103745,0
11901,0
73432,0
91129,0
130712,1
87747,0
62197,0
94693,0
53877,0
48608,0
49689,0
58665,0
8789,0
103071,0
8078,0
69940,0
119782,0
684,0
16201,0
80798,0
128098,1
36019,0
119816,0
129998,1
79872,0
52797,0
70568,0
75880,0
127812,0
78603,0
131115,1
130394,1
6016,0
44398,0
106085,0
39186,0
30684,0
124054,0
72769,0
78989,0
109062,0
46815,0
52913,0
125201,0
28359,0
127322,0
38679,0
58762,0
105564,0
65943,0
67683,0
6933,0
28694,0
124218,0
32830,0
24268,0
60144,0
18979,0
2759,0
104128,0
10109,0
18814,0
47295,0
10455,0
30110,0
2388,0
104626,0
52201,0
126944,0
127780,0
121837,0
83778,0
6996,0
38940,0
64784,0
11866,0
99926,0
70242,0
42626,0
121801,0
96261,0
92472,0
68567,0
15073,0
51188,0
114288,0
74945,0
111277,0
86815,0
19866,0
33961,0
106433,0
49423,0
109652,0
124505,0
83441,0
100053,0
86467,0
102982,0
43473,0
35605,0
82628,0
47470,0
52733,0
110086,0
117606,0
105424,0
65677,0
49714,0
127707,0
43035,0
85484,0
105903,0
56374,0
92888,0
20100,0
27022,0
123569,0
24558,0
128867,1
3792,0
127771,0
50180,0
34829,0
19939,0
70218,0
73017,0
105409,0
51734,0
21277,0
27033,0
20121,0
18503,0
82110,0
18099,0
11701,0
69688,0
82339,0
38674,0
49284,0
124091,0
86361,0
107317,0
47008,0
86800,0
71831,0
128931,1
92638,0
116920,0
61972,0
68633,0
54805,0
100078,0
76133,0
97852,0
36265,0
106824,0
14404,0
111104,0
126955,0
61941,0
55099,0
118400,0
125152,0
61092,0
118396,0
29928,0
28319,0
96283,0
48369,0
7392,0
25464,0
4893,0
8612,0
20804,0
74257,0
41911,0
108173,0
57573,0
93665,0
118601,0
26355,0
44231,0
27331,0
81212,0
80979,0
3620,0
95706,0
22842,0
106920,0
5231,0
63763,0
96842,0
62330,0
26818,0
3914,0
129803,1
106324,0
45815,0
46971,0
54322,0
72650,0
70187,0
37009,0
18130,0
10751,0
85607,0
35036,0
54455,0
11636,0
25395,0
54289,0
15498,0
14735,0
38653,0
86463,0
103246,0
5922,0
32206,0
91106,0
90518,0
55630,0
111194,0
88277,0
56014,0
59136,0
41058,0
22591,0
105992,0
9810,0
88025,0
21233,0
37241,0
68521,0
77005,0
70470,0
87492,0
90868,0
30144,0
124245,0
24652,0
105595,0
44809,0
79666,0
112999,0
16895,0
76930,0
46710,0
122205,0
56483,0
28098,0
108285,0
111475,0
42068,0
2450,0
122852,0
125339,0
93992,0
60629,0
27783,0
94777,0
108850,0
64311,0
70399,0
19789,0
116272,0
59037,0
7715,0
76459,0
16852,0
47073,0
67744,0
100517,0
43465,0
96209,0
10142,0
58595,0
71616,0
21919,0
12418,0
32073,0
16112,0
90726,0
43545,0
35211,0
75976,0
33212,0
2634,0
44040,0
101563,0
69154,0
113954,0
79116,0
9805,0
94056,0
99832,0
95850,0
46906,0
44424,0
54174,0
41556,0
38594,0
21786,0
84589,0
45291,0
73902,0
13039,0
73484,0
67745,0
2675,0
123587,0
100593,0
4522,0
102897,0
19619,0
39295,0
66609,0
40558,0
39424,0
114797,0
111210,0
96025,0
3427,0
93121,0
88177,0
49841,0
100470,0
113503,0
62493,0
120529,0
54926,0
65814,0
20725,0
45418,0
128315,1
57639,0
14628,0
75294,0
100403,0
51041,0
7541,0
40878,0
126112,0
18645,0
72475,0
14781,0
24794,0
17610,0
115838,0
74523,0
118749,0
53247,0
11733,0
40738,0
40100,0
69335,0
124515,0
61255,0
120893,0
117065,0
120406,0
128542,1
129231,1
13278,0
26438,0
99626,0
8892,0
51269,0
56852,0
113677,0
68709,0
13286,0
60831,0
118288,0
39213,0
11012,0
30691,0
129061,1
93893,0
94681,0
70236,0
69038,0
22468,0
101982,0
114625,0
37898,0
53553,0
129588,1
11290,0
40539,0
37324,0
111942,0
49160,0
121427,0
87274,0
124557,0
10735,0
108915,0
113711,0
39030,0
102321,0
39384,0
73519,0
130388,1
124621,0
64670,0
15927,0
62895,0
57386,0
51276,0
20759,0
96507,0
75271,0
68949,0
45107,0
10616,0
85168,0
1821,0
76732,0
69622,0
124839,0
86236,0
86271,0
59869,0
116741,0
9421,0
111518,0
30760,0
8678,0
70902,0
33893,0
127874,1
33829,0
82696,0
72685,0
53718,0
38681,0
93390,0
67380,0
44594,0
47647,0
74115,0
103271,0
75546,0
91290,0
32137,0
82496,0
117000,0
110021,0
106919,0
115385,0
24199,0
52138,0
78722,0
35565,0
72415,0
36046,0
111636,0
131049,1
127669,0
39740,0
125157,0
124727,0
6785,0
106812,0
3717,0
55430,0
46752,0
4578,0
99237,0
39558,0
2979,0
89287,0
122588,0
61435,0
5387,0
106130,0
26364,0
3032,0
72037,0
77259,0
124341,0
16398,0
63716,0
34708,0
87924,0
6460,0
83844,0
91614,0
47501,0
118494,0
11164,0
56226,0
1835,0
67208,0
68938,0
95293,0
46361,0
65334,0
64414,0
21297,0
128162,1
65157,0
15567,0
123505,0
44538,0
123501,0
55596,0
65534,0
21935,0
49278,0
44656,0
103078,0
72620,0
196,0
85945,0
50604,0
26061,0
101362,0
87571,0
23057,0
49020,0
80594,0
26834,0
57718,0
64781,0
15898,0
29747,0
57788,0
108615,0
31218,0
64357,0
65089,0
79842,0
40938,0
101930,0
12047,0
52224,0
11549,0
8232,0
11624,0
85069,0
101407,0
6408,0
31165,0
119938,0
9071,0
88170,0
5886,0
117590,0
119543,0
58522,0
93709,0
26855,0
2850,0
111904,0
54016,0
128657,1
44964,0
19397,0
43179,0
15684,0
107026,0
14594,0
93643,0
109132,0
39606,0
70445,0
59830,0
59952,0
75612,0
80398,0
97541,0
81428,0
92291,0
89248,0
46748,0
128264,1
55786,0
69170,0
102979,0
22702,0
105747,0
83416,0
123883,0
58562,0
21471,0
79629,0
118860,0
53967,0
105767,0
107693,0
129744,1
41407,0
19867,0
109258,0
1913,0
70341,0
36389,0
34211,0
89338,0
72750,0
129835,1
68736,0
42317,0
27435,0
107271,0
79871,0
9412,0
80221,0
33552,0
71869,0
35396,0
4297,0
128396,1
78212,0
91269,0
62304,0
32079,0
28946,0
113887,0
123555,0
114121,0
48867,0
124845,0
52121,0
51405,0
36276,0
61676,0
55158,0
43526,0
75244,0
102137,0
23435,0
31657,0
124092,0
89150,0
20093,0
101661,0
82415,0
3390,0
65854,0
70604,0
98678,0
66901,0
75150,0
47600,0
86532,0
44621,0
44924,0
39752,0
20479,0
103124,0
43509,0
3213,0
101774,0
84692,0
91112,0
106270,0
53426,0
107424,0
19759,0
66378,0
126233,0
9677,0
44083,0
58461,0
79639,0
11296,0
117307,0
66948,0
20373,0
58838,0
32035,0
82130,0
122714,0
126790,0
81587,0
60058,0
70085,0
103718,0
124740,0
17333,0
789,0
123193,0
57462,0
122088,0
64721,0
60758,0
41684,0
97698,0
102880,0
19485,0
111328,0
95673,0
38557,0
130128,1
57028,0
27236,0
130249,1
75942,0
121666,0
74168,0
20578,0
117365,0
10602,0
58020,0
20317,0
5455,0
100010,0
59785,0
66190,0
38938,0
80607,0
97745,0
19049,0
56789,0
50721,0
59819,0
7290,0
24619,0
74510,0
49345,0
101528,0
65824,0
8124,0
104623,0
38888,0
43353,0
82676,0
110877,0
53480,0
95612,0
6383,0
48673,0
38482,0
33700,0
71415,0
28224,0
56753,0
45573,0
88198,0
9074,0
94277,0
124719,0
13851,0
111431,0
113988,0
100379,0
90617,0
100602,0
31032,0
104956,0
9738,0
45761,0
118206,0
74386,0
81294,0
